user_id,country,plan,signup_date,source,mrr_usd,churn_risk_score,features_count
USR-10396,Panamá,Pyme,2026-03-01,Partner_Accountant,31,0.43,2
USR-10397,Panamá,Free,2025-08-24,Organic,0,0.5,2
USR-10398,México,Pyme,2026-02-11,Social,19,0.23,4
USR-10399,Costa Rica,Pyme,2025-08-30,Referral,29,0.12,5
USR-10400,Costa Rica,Pro,2025-10-29,Social,56,0.14,3
USR-10401,República Dominicana,Pyme,2025-10-22,Organic,35,0.08,5
USR-10402,Colombia,Pyme,2025-09-05,Partner_Accountant,20,0.1,4
USR-10403,México,Pyme,2025-10-27,Social,21,0.38,2
USR-10404,Colombia,Pro,2026-02-21,Paid,66,0.24,4
USR-10405,México,Pyme,2025-09-13,Organic,23,0.05,3
USR-10406,México,Pyme,2025-07-19,Referral,18,0.34,2
USR-10407,México,Pro,2025-09-03,Organic,74,0.2,5
USR-10408,Colombia,Free,2025-11-05,Social,0,0.51,2
USR-10409,República Dominicana,Free,2025-12-16,Partner_Accountant,0,0.62,1
USR-10410,Colombia,Pro,2026-02-15,Paid,37,0.26,5
USR-10411,México,Pyme,2025-07-02,Organic,31,0.27,5
USR-10412,Colombia,Pyme,2025-10-31,Partner_Accountant,29,0.4,2
USR-10413,Costa Rica,Pro,2026-02-06,Organic,53,0.07,3
USR-10414,Colombia,Pro,2026-01-09,Paid,44,0.08,5
USR-10415,República Dominicana,Pro,2025-10-20,Partner_Accountant,62,0.22,3
USR-10416,México,Free,2026-02-18,Paid,0,0.89,1
USR-10417,México,Pyme,2025-11-09,Social,18,0.2,5
USR-10418,Costa Rica,Free,2025-10-25,Referral,0,0.37,2
USR-10419,Colombia,Pyme,2025-07-30,Organic,15,0.14,5
USR-10420,República Dominicana,Free,2025-11-01,Organic,0,0.33,2
USR-10421,Colombia,Plus,2025-10-22,Partner_Accountant,77,0.21,10
USR-10422,Colombia,Pyme,2025-09-07,Referral,35,0.33,2
USR-10423,México,Pyme,2025-11-28,Referral,25,0.26,3
USR-10424,Colombia,Free,2025-07-23,Partner_Accountant,0,0.81,1
USR-10425,Panamá,Pyme,2025-11-20,Organic,16,0.26,4
USR-10426,México,Plus,2026-01-13,Partner_Accountant,109,0.29,5
USR-10427,México,Pro,2025-08-10,Social,63,0.26,6
USR-10428,República Dominicana,Free,2025-08-08,Partner_Accountant,0,0.74,1
USR-10429,Panamá,Pyme,2026-02-27,Partner_Accountant,15,0.23,2
USR-10430,República Dominicana,Pyme,2026-02-17,Partner_Accountant,33,0.24,4
USR-10431,México,Pro,2025-12-06,Partner_Accountant,63,0.15,6
USR-10432,Colombia,Pro,2025-08-31,Referral,62,0.21,3
USR-10433,México,Free,2025-08-30,Paid,0,0.41,3
USR-10434,República Dominicana,Free,2025-08-19,Referral,0,0.89,1
USR-10435,México,Free,2025-07-20,Organic,0,0.65,3
USR-10436,México,Plus,2025-08-06,Partner_Accountant,137,0.29,9
USR-10437,República Dominicana,Pyme,2025-09-17,Social,24,0.15,5
USR-10438,Colombia,Pyme,2025-12-18,Partner_Accountant,29,0.32,2
USR-10439,Costa Rica,Pro,2026-02-07,Partner_Accountant,36,0.19,5
USR-10440,Colombia,Free,2026-01-31,Partner_Accountant,0,0.54,3
USR-10441,Costa Rica,Free,2025-07-30,Paid,0,0.4,2
USR-10442,Colombia,Pyme,2025-07-07,Paid,16,0.32,2
USR-10443,Colombia,Free,2025-11-28,Partner_Accountant,0,0.32,3
USR-10444,Costa Rica,Free,2025-11-28,Referral,0,0.48,3
USR-10445,República Dominicana,Pyme,2026-02-19,Paid,32,0.4,2
USR-10446,Colombia,Free,2025-09-28,Partner_Accountant,0,0.6,3
USR-10447,República Dominicana,Plus,2025-08-23,Partner_Accountant,115,0.29,9
USR-10448,México,Free,2026-01-30,Organic,0,0.45,2
USR-10449,Colombia,Free,2025-07-03,Organic,0,0.63,3
USR-10450,Colombia,Pyme,2025-12-03,Partner_Accountant,21,0.1,5
USR-10451,México,Free,2026-01-17,Referral,0,0.3,3
USR-10452,México,Plus,2025-12-22,Paid,138,0.18,6
USR-10453,Costa Rica,Free,2025-07-17,Paid,0,0.75,1
USR-10454,México,Free,2025-07-28,Paid,0,0.78,1
USR-10455,República Dominicana,Pyme,2025-12-08,Partner_Accountant,29,0.31,2
USR-10456,Colombia,Pro,2025-12-04,Organic,62,0.12,3
USR-10457,República Dominicana,Pyme,2025-10-27,Referral,28,0.1,4
USR-10458,México,Free,2026-01-02,Paid,0,0.88,1
USR-10459,México,Pyme,2025-09-30,Partner_Accountant,24,0.2,3
USR-10460,Colombia,Pro,2025-07-14,Referral,57,0.22,4
USR-10461,Colombia,Free,2026-02-10,Organic,0,0.84,1
USR-10462,Colombia,Pro,2025-09-23,Social,48,0.14,4
USR-10463,Panamá,Free,2025-08-26,Paid,0,0.31,3
USR-10464,República Dominicana,Pro,2025-08-23,Paid,64,0.08,5
USR-10465,Colombia,Free,2025-08-18,Partner_Accountant,0,0.55,2
USR-10466,Costa Rica,Free,2025-10-29,Organic,0,0.5,3
USR-10467,Panamá,Pyme,2025-12-11,Referral,33,0.15,3
USR-10468,Colombia,Free,2025-09-14,Partner_Accountant,0,0.61,1
USR-10469,México,Pyme,2026-01-22,Paid,30,0.21,5
USR-10470,México,Pyme,2025-12-20,Paid,25,0.24,4
USR-10471,Colombia,Pyme,2026-03-01,Social,19,0.18,3
USR-10472,Colombia,Free,2025-12-26,Partner_Accountant,0,0.45,2
USR-10473,Colombia,Pro,2025-09-25,Partner_Accountant,61,0.25,6
USR-10474,Panamá,Free,2025-10-30,Paid,0,0.37,2
USR-10475,México,Free,2026-02-19,Organic,0,0.83,1
USR-10476,México,Free,2026-02-18,Paid,0,0.79,1
USR-10477,México,Plus,2026-02-08,Organic,130,0.3,10
USR-10478,Costa Rica,Pro,2026-02-19,Referral,71,0.12,6
USR-10479,México,Free,2025-07-12,Organic,0,0.6,3
USR-10480,Colombia,Pyme,2025-10-27,Referral,17,0.26,3
USR-10481,Colombia,Pro,2025-12-19,Organic,52,0.1,6
USR-10482,Colombia,Pro,2026-02-23,Partner_Accountant,58,0.3,4
USR-10483,República Dominicana,Pro,2025-11-09,Organic,55,0.08,7
USR-10484,Colombia,Free,2025-07-27,Referral,0,0.69,2
USR-10485,República Dominicana,Free,2026-02-12,Partner_Accountant,0,0.45,2
USR-10486,Colombia,Pyme,2025-09-18,Partner_Accountant,22,0.31,2
USR-10487,Colombia,Plus,2026-02-28,Referral,92,0.11,6
USR-10488,México,Free,2025-07-18,Partner_Accountant,0,0.63,1
USR-10489,República Dominicana,Free,2025-10-18,Referral,0,0.37,3
USR-10490,República Dominicana,Free,2025-10-10,Social,0,0.54,2
USR-10491,México,Pro,2025-07-22,Paid,73,0.17,4
USR-10492,Colombia,Free,2025-11-06,Organic,0,0.45,2
USR-10493,Colombia,Plus,2025-11-22,Paid,130,0.22,6
USR-10494,México,Free,2025-12-22,Referral,0,0.35,3
USR-10495,Colombia,Plus,2025-08-12,Partner_Accountant,113,0.19,8
USR-10496,México,Free,2025-08-15,Paid,0,0.66,1
USR-10497,México,Free,2026-01-08,Organic,0,0.65,2
USR-10498,Colombia,Free,2025-10-31,Referral,0,0.86,1
USR-10499,República Dominicana,Free,2026-01-19,Organic,0,0.6,2
USR-10500,Panamá,Pro,2025-12-18,Social,59,0.15,5
USR-10501,México,Pyme,2025-10-30,Partner_Accountant,31,0.39,2
USR-10502,México,Pyme,2025-12-04,Paid,17,0.23,5
USR-10503,República Dominicana,Pyme,2025-08-13,Partner_Accountant,29,0.24,3
USR-10504,Panamá,Plus,2025-08-26,Partner_Accountant,90,0.21,9
USR-10505,República Dominicana,Free,2026-02-04,Paid,0,0.54,3
USR-10506,República Dominicana,Pro,2025-12-02,Referral,49,0.26,6
USR-10507,Panamá,Free,2025-12-28,Social,0,0.32,2
USR-10508,Costa Rica,Plus,2026-01-05,Organic,137,0.3,9
USR-10509,Colombia,Pyme,2025-10-22,Referral,30,0.14,3
USR-10510,Panamá,Pyme,2025-07-15,Organic,18,0.2,3
USR-10511,México,Free,2025-08-14,Referral,0,0.55,2
USR-10512,Colombia,Pyme,2025-08-27,Social,15,0.3,5
USR-10513,Costa Rica,Free,2025-11-15,Referral,0,0.6,3
USR-10514,Colombia,Pyme,2025-08-01,Partner_Accountant,16,0.26,3
USR-10515,México,Plus,2025-09-15,Organic,112,0.22,9
USR-10516,México,Free,2026-02-27,Referral,0,0.7,3
USR-10517,México,Pyme,2026-01-18,Organic,28,0.18,3
USR-10518,República Dominicana,Free,2025-09-09,Partner_Accountant,0,0.93,1
USR-10519,Colombia,Pro,2026-01-27,Paid,41,0.27,5
USR-10520,Colombia,Pyme,2026-02-21,Paid,35,0.18,5
USR-10521,México,Free,2025-07-24,Organic,0,0.79,1
USR-10522,Colombia,Plus,2026-02-24,Partner_Accountant,138,0.16,8
USR-10523,México,Plus,2025-10-06,Paid,89,0.12,6
USR-10524,Costa Rica,Pro,2025-07-02,Organic,64,0.1,5
USR-10525,Colombia,Pro,2025-10-29,Paid,58,0.21,5
USR-10526,Colombia,Free,2026-02-16,Partner_Accountant,0,0.47,2
USR-10527,Colombia,Pro,2025-11-06,Partner_Accountant,43,0.14,3
USR-10528,Panamá,Pro,2025-09-13,Paid,66,0.27,6
USR-10529,Panamá,Pyme,2025-08-28,Partner_Accountant,18,0.48,2
USR-10530,Colombia,Pyme,2025-12-10,Paid,22,0.13,5
USR-10531,República Dominicana,Free,2025-09-10,Paid,0,0.93,1
USR-10532,Colombia,Pyme,2026-01-14,Partner_Accountant,19,0.21,4
USR-10533,Panamá,Pro,2025-08-19,Partner_Accountant,41,0.06,7
USR-10534,México,Pyme,2026-03-01,Referral,31,0.07,4
USR-10535,México,Free,2025-08-22,Partner_Accountant,0,0.5,3
USR-10536,México,Free,2025-08-30,Organic,0,0.65,2
USR-10537,México,Free,2025-12-02,Paid,0,0.46,3
USR-10538,México,Pro,2025-09-04,Paid,69,0.25,3
USR-10539,México,Pyme,2025-10-20,Partner_Accountant,26,0.34,2
USR-10540,Panamá,Free,2025-09-18,Paid,0,0.36,3
USR-10541,Colombia,Pro,2025-07-26,Organic,59,0.11,3
USR-10542,Panamá,Free,2025-09-25,Partner_Accountant,0,0.63,2
USR-10543,México,Free,2025-07-06,Referral,0,0.65,2
USR-10544,Colombia,Free,2025-09-12,Paid,0,0.39,2
USR-10545,Colombia,Free,2025-07-22,Social,0,0.79,1
USR-10546,México,Pro,2025-12-07,Partner_Accountant,57,0.25,5
USR-10547,República Dominicana,Pyme,2025-11-25,Organic,28,0.25,2
USR-10548,República Dominicana,Pyme,2025-09-24,Partner_Accountant,19,0.26,5
USR-10549,México,Free,2025-10-01,Partner_Accountant,0,0.92,1
USR-10550,Costa Rica,Pro,2025-08-06,Paid,61,0.29,4
USR-10551,República Dominicana,Free,2026-02-08,Partner_Accountant,0,0.4,2
USR-10552,México,Free,2026-02-28,Referral,0,0.41,3
USR-10553,México,Pyme,2025-10-25,Social,32,0.29,4
USR-10554,Costa Rica,Plus,2025-07-20,Partner_Accountant,115,0.08,9
USR-10555,Panamá,Pyme,2026-01-19,Referral,30,0.24,4
USR-10556,Colombia,Pro,2025-11-06,Referral,36,0.07,6
USR-10557,México,Pyme,2025-10-23,Partner_Accountant,19,0.24,4
USR-10558,Colombia,Free,2025-09-18,Partner_Accountant,0,0.71,1
USR-10559,Colombia,Pyme,2025-07-19,Paid,20,0.17,5
USR-10560,Panamá,Free,2025-11-07,Partner_Accountant,0,0.36,3
USR-10561,México,Pyme,2025-10-28,Organic,29,0.42,2
USR-10562,Colombia,Free,2025-12-02,Paid,0,0.76,1
USR-10563,México,Pyme,2025-07-09,Paid,34,0.1,4
USR-10564,Colombia,Free,2025-10-24,Partner_Accountant,0,0.34,3
USR-10565,Panamá,Pyme,2026-01-17,Referral,20,0.22,5
USR-10566,República Dominicana,Pyme,2026-01-01,Paid,15,0.29,5
USR-10567,Panamá,Free,2025-09-16,Paid,0,0.46,3
USR-10568,Colombia,Pyme,2025-11-30,Organic,20,0.28,5
USR-10569,México,Pro,2025-07-26,Social,63,0.08,7
USR-10570,México,Free,2025-09-17,Partner_Accountant,0,0.31,2
USR-10571,República Dominicana,Free,2025-11-24,Organic,0,0.63,2
USR-10572,México,Plus,2026-02-17,Organic,95,0.26,7
USR-10573,México,Plus,2025-07-07,Referral,120,0.26,5
USR-10574,México,Pyme,2025-10-26,Organic,34,0.07,3
USR-10575,República Dominicana,Pyme,2025-12-08,Referral,17,0.05,5
USR-10576,México,Free,2026-02-23,Partner_Accountant,0,0.39,3
USR-10577,República Dominicana,Free,2025-08-21,Paid,0,0.47,3
USR-10578,Costa Rica,Free,2025-11-27,Paid,0,0.75,1
USR-10579,República Dominicana,Pro,2025-12-03,Partner_Accountant,62,0.2,7
USR-10580,Colombia,Free,2025-09-19,Organic,0,0.49,3
USR-10581,Colombia,Free,2025-12-31,Referral,0,0.63,3
USR-10582,México,Free,2025-09-22,Organic,0,0.56,3
USR-10583,Colombia,Pyme,2025-09-25,Referral,35,0.24,5
USR-10584,Panamá,Free,2025-12-06,Paid,0,0.65,1
USR-10585,República Dominicana,Pyme,2025-08-18,Organic,26,0.23,2
USR-10586,México,Pro,2025-08-13,Paid,72,0.24,3
USR-10587,México,Pyme,2025-09-10,Partner_Accountant,25,0.41,2
USR-10588,México,Pro,2025-07-20,Partner_Accountant,38,0.1,3
USR-10589,Colombia,Plus,2025-12-15,Partner_Accountant,88,0.18,5
USR-10590,México,Free,2025-07-05,Organic,0,0.83,1
USR-10591,Colombia,Pyme,2025-08-24,Paid,19,0.14,5
USR-10592,México,Pyme,2025-12-13,Partner_Accountant,22,0.37,2
USR-10593,Costa Rica,Pyme,2025-10-09,Paid,18,0.12,5
USR-10594,República Dominicana,Free,2025-08-12,Partner_Accountant,0,0.83,1
USR-10595,Colombia,Free,2025-12-21,Organic,0,0.5,2
USR-10596,México,Plus,2025-11-12,Partner_Accountant,93,0.22,10
USR-10597,Colombia,Plus,2025-07-08,Paid,130,0.29,6
USR-10598,México,Plus,2025-08-18,Paid,141,0.29,9
USR-10599,Colombia,Free,2025-12-17,Paid,0,0.91,1
USR-10600,República Dominicana,Pro,2025-07-23,Organic,44,0.28,6
USR-10601,México,Pro,2025-08-05,Partner_Accountant,51,0.19,6
USR-10602,República Dominicana,Pyme,2025-10-16,Paid,28,0.43,2
USR-10603,México,Free,2025-11-22,Referral,0,0.83,1
USR-10604,Costa Rica,Pyme,2025-07-15,Organic,23,0.41,2
USR-10605,México,Pro,2025-11-10,Partner_Accountant,70,0.13,4
USR-10606,México,Free,2025-08-22,Organic,0,0.67,3
USR-10607,México,Pro,2026-02-05,Partner_Accountant,42,0.24,4
USR-10608,Colombia,Pyme,2025-09-09,Paid,27,0.16,5
USR-10609,México,Free,2025-10-26,Partner_Accountant,0,0.38,2
USR-10610,Colombia,Free,2025-11-22,Partner_Accountant,0,0.33,2
USR-10611,México,Free,2025-11-07,Partner_Accountant,0,0.33,3
USR-10612,Panamá,Pyme,2026-01-14,Partner_Accountant,22,0.08,5
USR-10613,México,Plus,2025-08-21,Referral,137,0.07,7
USR-10614,Panamá,Pro,2025-08-18,Referral,71,0.21,7
USR-10615,Panamá,Free,2025-07-18,Partner_Accountant,0,0.46,3
USR-10616,Panamá,Pyme,2025-10-16,Organic,23,0.36,2
USR-10617,Costa Rica,Free,2026-02-28,Organic,0,0.54,2
USR-10618,Panamá,Free,2025-07-10,Organic,0,0.42,3
USR-10619,Costa Rica,Pyme,2025-12-22,Partner_Accountant,15,0.41,2
USR-10620,México,Pro,2025-10-03,Social,47,0.11,6
USR-10621,México,Free,2025-12-02,Paid,0,0.74,1
USR-10622,Colombia,Free,2025-11-04,Referral,0,0.65,3
USR-10623,Colombia,Plus,2025-12-07,Partner_Accountant,85,0.19,5
USR-10624,Colombia,Pyme,2025-09-10,Organic,33,0.46,2
USR-10625,México,Free,2025-12-16,Paid,0,0.67,3
USR-10626,Costa Rica,Pyme,2025-09-26,Partner_Accountant,34,0.32,2
USR-10627,México,Pyme,2026-01-13,Partner_Accountant,31,0.25,5
USR-10628,República Dominicana,Pro,2025-12-03,Partner_Accountant,42,0.05,7
USR-10629,Colombia,Pro,2026-02-08,Paid,43,0.21,4
USR-10630,Panamá,Plus,2025-07-05,Social,80,0.07,8
USR-10631,México,Plus,2025-08-11,Partner_Accountant,112,0.25,5
USR-10632,República Dominicana,Free,2025-12-14,Partner_Accountant,0,0.52,3
USR-10633,México,Pyme,2026-01-31,Paid,33,0.13,4
USR-10634,México,Free,2025-11-01,Paid,0,0.67,2
USR-10635,República Dominicana,Pyme,2025-09-26,Partner_Accountant,25,0.21,5
USR-10636,México,Free,2026-01-30,Partner_Accountant,0,0.78,1
USR-10637,Costa Rica,Free,2025-11-20,Paid,0,0.7,2
USR-10638,México,Pyme,2026-01-30,Paid,28,0.09,3
USR-10639,México,Pyme,2026-02-27,Referral,18,0.15,5
USR-10640,Colombia,Free,2025-09-12,Organic,0,0.7,1
USR-10641,República Dominicana,Plus,2025-08-06,Partner_Accountant,145,0.14,10
USR-10642,República Dominicana,Plus,2026-01-07,Partner_Accountant,116,0.23,5
USR-10643,Colombia,Pyme,2025-12-08,Partner_Accountant,16,0.22,3
USR-10644,Colombia,Pyme,2025-11-10,Organic,21,0.38,2
USR-10645,México,Pyme,2025-09-28,Organic,30,0.25,4
USR-10646,República Dominicana,Free,2025-09-22,Social,0,0.93,1
USR-10647,República Dominicana,Pro,2025-11-01,Partner_Accountant,73,0.1,4
USR-10648,Costa Rica,Pyme,2025-07-14,Paid,23,0.11,4
USR-10649,México,Free,2026-01-22,Partner_Accountant,0,0.56,2
USR-10650,Costa Rica,Free,2025-09-13,Partner_Accountant,0,0.59,2
USR-10651,Panamá,Free,2025-11-02,Paid,0,0.55,2
USR-10652,Costa Rica,Free,2026-01-26,Paid,0,0.85,1
USR-10653,Colombia,Pro,2026-02-21,Referral,41,0.13,6
USR-10654,México,Free,2026-01-03,Social,0,0.53,3
USR-10655,México,Free,2025-07-22,Partner_Accountant,0,0.81,1
USR-10656,México,Pyme,2025-11-23,Partner_Accountant,22,0.09,4
USR-10657,República Dominicana,Pyme,2025-12-14,Paid,22,0.22,5
USR-10658,Costa Rica,Pyme,2025-11-12,Partner_Accountant,30,0.3,5
USR-10659,México,Free,2025-12-30,Partner_Accountant,0,0.67,2
USR-10660,Colombia,Pyme,2025-07-03,Partner_Accountant,25,0.13,3
USR-10661,México,Pyme,2025-12-10,Organic,32,0.29,2
USR-10662,México,Pro,2025-11-21,Social,47,0.08,7
USR-10663,Colombia,Pro,2025-07-24,Social,44,0.27,4
USR-10664,Colombia,Pyme,2025-10-07,Paid,30,0.29,4
USR-10665,República Dominicana,Pyme,2025-09-28,Paid,20,0.27,5
USR-10666,México,Free,2026-02-20,Social,0,0.56,3
USR-10667,Costa Rica,Plus,2025-12-09,Social,97,0.23,7
USR-10668,Colombia,Pyme,2026-01-31,Organic,25,0.26,4
USR-10669,México,Free,2025-11-07,Organic,0,0.44,2
USR-10670,México,Pyme,2025-07-24,Organic,20,0.05,4
USR-10671,Panamá,Pro,2026-01-05,Partner_Accountant,54,0.15,6
USR-10672,República Dominicana,Pyme,2025-12-23,Partner_Accountant,20,0.14,5
USR-10673,México,Free,2025-09-05,Organic,0,0.49,3
USR-10674,República Dominicana,Pyme,2025-07-03,Partner_Accountant,20,0.13,4
USR-10675,México,Free,2025-09-03,Partner_Accountant,0,0.32,2
USR-10676,Panamá,Free,2025-09-07,Paid,0,0.78,1
USR-10677,México,Pyme,2026-03-01,Referral,33,0.24,4
USR-10678,Colombia,Free,2025-08-22,Organic,0,0.9,1
USR-10679,Colombia,Free,2025-10-09,Referral,0,0.46,2
USR-10680,Colombia,Free,2026-02-09,Partner_Accountant,0,0.57,3
USR-10681,México,Free,2025-12-04,Partner_Accountant,0,0.38,3
USR-10682,Colombia,Free,2025-11-01,Partner_Accountant,0,0.74,1
USR-10683,México,Free,2025-07-26,Partner_Accountant,0,0.65,1
USR-10684,México,Pyme,2025-10-11,Social,28,0.25,5
USR-10685,República Dominicana,Free,2026-02-25,Paid,0,0.32,3
USR-10686,República Dominicana,Free,2025-09-14,Paid,0,0.72,1
USR-10687,Colombia,Free,2026-01-04,Organic,0,0.63,1
USR-10688,Colombia,Pyme,2025-09-27,Partner_Accountant,29,0.09,5
USR-10689,México,Free,2025-09-04,Social,0,0.8,1
USR-10690,México,Pro,2026-01-21,Organic,58,0.12,6
USR-10691,Colombia,Pyme,2025-09-20,Social,18,0.22,2
USR-10692,México,Pyme,2025-10-08,Paid,30,0.16,4
USR-10693,Colombia,Pro,2025-12-09,Social,70,0.13,3
USR-10694,Colombia,Free,2026-01-12,Paid,0,0.67,3
USR-10695,Colombia,Free,2026-02-07,Paid,0,0.47,2
USR-10696,Colombia,Pro,2026-01-12,Social,55,0.12,7
USR-10697,México,Pyme,2025-07-08,Organic,34,0.48,2
USR-10698,México,Free,2026-01-07,Paid,0,0.45,3
USR-10699,Colombia,Free,2025-11-25,Organic,0,0.62,3
USR-10700,Costa Rica,Plus,2026-01-01,Organic,79,0.23,9
USR-10701,República Dominicana,Free,2026-01-11,Partner_Accountant,0,0.36,2
USR-10702,Colombia,Pyme,2025-12-29,Referral,30,0.16,4
USR-10703,Costa Rica,Pyme,2025-09-17,Partner_Accountant,20,0.08,5
USR-10704,Colombia,Pro,2025-11-10,Partner_Accountant,65,0.14,5
USR-10705,Colombia,Free,2025-09-10,Organic,0,0.53,2
USR-10706,Costa Rica,Pro,2026-01-06,Partner_Accountant,58,0.26,6
USR-10707,Costa Rica,Free,2025-08-15,Partner_Accountant,0,0.59,3
USR-10708,Colombia,Pyme,2025-10-27,Referral,18,0.16,4
USR-10709,México,Plus,2025-10-22,Partner_Accountant,150,0.18,10
USR-10710,Colombia,Pro,2025-07-25,Partner_Accountant,56,0.13,4
USR-10711,República Dominicana,Free,2025-10-10,Organic,0,0.56,2
USR-10712,Panamá,Pyme,2025-09-16,Partner_Accountant,26,0.16,4
USR-10713,Colombia,Pyme,2026-01-26,Paid,21,0.25,4
USR-10714,Colombia,Pro,2025-11-29,Social,37,0.21,6
USR-10715,Colombia,Free,2025-08-21,Paid,0,0.8,1
USR-10716,México,Pro,2025-08-05,Partner_Accountant,55,0.14,6
USR-10717,Colombia,Pyme,2025-11-09,Social,26,0.17,5
USR-10718,Costa Rica,Free,2025-12-04,Social,0,0.48,3
USR-10719,México,Pyme,2026-01-06,Partner_Accountant,28,0.11,4
USR-10720,República Dominicana,Pro,2025-09-29,Referral,44,0.06,4
USR-10721,Panamá,Pyme,2025-08-11,Organic,28,0.27,3
USR-10722,República Dominicana,Pro,2025-10-23,Paid,60,0.18,4
USR-10723,México,Plus,2025-08-23,Paid,121,0.25,7
USR-10724,Costa Rica,Pro,2025-09-09,Organic,55,0.18,4
USR-10725,Colombia,Pyme,2025-10-16,Partner_Accountant,20,0.25,3
USR-10726,Colombia,Free,2025-09-23,Partner_Accountant,0,0.52,3
USR-10727,Costa Rica,Free,2025-07-29,Social,0,0.42,3
USR-10728,Panamá,Pyme,2025-11-04,Organic,33,0.11,3
USR-10729,Colombia,Free,2025-09-16,Partner_Accountant,0,0.43,3
USR-10730,Costa Rica,Free,2025-08-20,Organic,0,0.46,3
USR-10731,Costa Rica,Pyme,2025-08-24,Referral,29,0.11,5
USR-10732,República Dominicana,Pyme,2025-11-17,Organic,19,0.13,5
USR-10733,Colombia,Pro,2025-07-05,Organic,57,0.22,7
USR-10734,México,Free,2026-02-28,Organic,0,0.43,3
USR-10735,Colombia,Pro,2025-07-18,Referral,61,0.25,4
USR-10736,Colombia,Pro,2026-01-06,Organic,44,0.18,6
USR-10737,Costa Rica,Pro,2026-02-10,Partner_Accountant,37,0.27,5
USR-10738,Colombia,Pro,2025-12-27,Referral,61,0.21,3
USR-10739,República Dominicana,Pyme,2025-08-26,Referral,33,0.38,2
USR-10740,República Dominicana,Free,2026-01-31,Organic,0,0.94,1
USR-10741,República Dominicana,Plus,2025-10-09,Paid,131,0.21,10
USR-10742,Colombia,Pyme,2025-12-13,Partner_Accountant,25,0.14,3
USR-10743,Colombia,Pro,2025-09-19,Partner_Accountant,66,0.27,6
USR-10744,Colombia,Pyme,2025-07-24,Organic,17,0.08,4
USR-10745,Panamá,Free,2026-01-28,Organic,0,0.61,1
USR-10746,Colombia,Free,2025-08-25,Partner_Accountant,0,0.9,1
USR-10747,México,Pyme,2025-10-14,Referral,20,0.25,5
USR-10748,Colombia,Pro,2026-01-20,Partner_Accountant,72,0.08,3
USR-10749,México,Pyme,2025-12-06,Organic,29,0.19,5
USR-10750,Panamá,Pro,2025-11-03,Partner_Accountant,43,0.11,4
USR-10751,Colombia,Pyme,2025-09-30,Partner_Accountant,33,0.42,2
USR-10752,República Dominicana,Free,2025-12-14,Organic,0,0.93,1
USR-10753,República Dominicana,Pro,2025-10-30,Paid,56,0.23,3
USR-10754,México,Pyme,2025-10-24,Organic,18,0.49,2
USR-10755,Panamá,Pyme,2025-10-07,Organic,24,0.21,4
USR-10756,México,Pro,2026-02-11,Partner_Accountant,67,0.08,6
USR-10757,Panamá,Pyme,2025-09-02,Organic,26,0.28,5
USR-10758,República Dominicana,Plus,2025-12-27,Referral,125,0.16,10
USR-10759,Costa Rica,Pyme,2026-01-06,Partner_Accountant,16,0.26,2
USR-10760,Costa Rica,Pro,2025-08-15,Referral,58,0.23,4
USR-10761,Colombia,Pyme,2025-07-02,Social,22,0.09,5
USR-10762,Panamá,Pyme,2025-10-13,Social,15,0.05,5
USR-10763,Costa Rica,Pyme,2025-09-22,Organic,20,0.19,4
USR-10764,México,Free,2025-10-29,Social,0,0.89,1
USR-10765,República Dominicana,Free,2025-10-03,Paid,0,0.61,3
USR-10766,Panamá,Plus,2025-08-21,Paid,125,0.21,7
USR-10767,México,Pyme,2026-02-24,Organic,25,0.15,3
USR-10768,Colombia,Pyme,2026-01-27,Organic,30,0.11,4
USR-10769,Colombia,Free,2025-10-08,Partner_Accountant,0,0.36,3
USR-10770,Colombia,Pyme,2025-10-12,Organic,28,0.13,5
USR-10771,República Dominicana,Free,2026-02-06,Referral,0,0.65,1
USR-10772,México,Plus,2026-02-08,Social,81,0.28,5
USR-10773,México,Pyme,2025-08-08,Partner_Accountant,28,0.2,3
USR-10774,República Dominicana,Free,2026-02-06,Organic,0,0.6,2
USR-10775,México,Free,2025-10-23,Social,0,0.62,2
USR-10776,Colombia,Plus,2025-11-21,Paid,135,0.27,9
USR-10777,Costa Rica,Free,2025-09-15,Organic,0,0.58,3
USR-10778,Costa Rica,Pyme,2026-02-03,Organic,23,0.28,4
USR-10779,República Dominicana,Pro,2025-07-21,Referral,70,0.15,4
USR-10780,Costa Rica,Pro,2025-10-13,Partner_Accountant,43,0.07,5
USR-10781,Costa Rica,Free,2025-10-04,Organic,0,0.9,1
USR-10782,República Dominicana,Free,2025-07-19,Social,0,0.32,3
USR-10783,Panamá,Free,2025-08-29,Partner_Accountant,0,0.38,2
USR-10784,República Dominicana,Pyme,2025-11-29,Partner_Accountant,16,0.49,2
USR-10785,República Dominicana,Pro,2025-08-17,Organic,49,0.1,6
USR-10786,México,Plus,2026-01-10,Organic,132,0.22,4
USR-10787,México,Free,2025-11-17,Referral,0,0.84,1
USR-10788,México,Plus,2025-10-12,Partner_Accountant,132,0.25,5
USR-10789,México,Free,2025-10-09,Organic,0,0.5,2
USR-10790,Colombia,Free,2025-11-05,Partner_Accountant,0,0.68,2
USR-10791,Colombia,Free,2026-01-22,Social,0,0.82,1
USR-10792,República Dominicana,Pyme,2025-08-03,Organic,31,0.05,4
USR-10793,México,Plus,2025-09-10,Referral,148,0.17,10
