ticket_id,user_id,category,priority,channel,created_date,resolved_date,status,resolution_hours,csat_score
TKT-20948,USR-10108,Bug,Critical,Phone,2026-01-08,2026-01-08,Closed,17,3
TKT-20949,USR-11478,Billing,High,Chat,2025-09-26,,Open,,
TKT-20950,USR-11610,Billing,Critical,Phone,2026-02-09,,Open,,
TKT-20951,USR-11528,Bug,Critical,WhatsApp,2025-10-11,2025-10-13,Resolved,49,5
TKT-20952,USR-11700,Bug,Medium,Phone,2026-01-23,,In_Progress,,
TKT-20953,USR-11631,Onboarding,Critical,Phone,2026-02-15,,Open,,
TKT-20954,USR-10525,Integration,High,WhatsApp,2025-12-11,,Open,,
TKT-20955,USR-10716,Billing,High,Chat,2025-08-27,2025-08-29,Resolved,60,5
TKT-20956,USR-11209,Feature_Request,High,WhatsApp,2025-10-02,2025-10-10,Resolved,202,1
TKT-20957,USR-11746,Feature_Request,High,Chat,2025-10-26,2025-10-28,Resolved,57,4
TKT-20958,USR-11150,Integration,High,Chat,2025-09-29,,Open,,
TKT-20959,USR-11939,Billing,Medium,WhatsApp,2025-09-25,2025-10-07,Closed,289,4
TKT-20960,USR-11140,Bug,High,Chat,2025-11-18,2025-11-24,Closed,152,2
TKT-20961,USR-10554,Performance,Low,Phone,2025-08-28,2025-09-11,Closed,340,5
TKT-20962,USR-11533,Onboarding,Medium,Chat,2026-02-28,2026-03-08,Resolved,194,5
TKT-20963,USR-10672,Billing,Low,Email,2026-02-12,2026-02-22,Resolved,253,5
TKT-20964,USR-11044,Feature_Request,High,WhatsApp,2025-08-27,2025-08-27,Resolved,23,3
TKT-20965,USR-11153,Performance,Medium,WhatsApp,2025-11-10,2025-11-12,Closed,60,5
TKT-20966,USR-11350,Integration,Low,Chat,2025-10-14,,Open,,
TKT-20967,USR-11846,Feature_Request,Low,Email,2026-02-02,2026-02-11,Resolved,235,5
TKT-20968,USR-11532,Performance,High,Chat,2026-02-15,,Open,,
TKT-20969,USR-10640,Feature_Request,Medium,Chat,2025-11-10,,Open,,
TKT-20970,USR-10059,Onboarding,Medium,Chat,2025-11-02,2025-11-13,Closed,286,4
TKT-20971,USR-11520,Integration,High,Phone,2025-08-17,2025-08-31,Resolved,341,4
TKT-20972,USR-11038,Feature_Request,Critical,WhatsApp,2026-02-14,,Open,,
TKT-20973,USR-11886,Onboarding,Medium,Chat,2025-10-07,2025-10-13,Resolved,163,2
TKT-20974,USR-11487,Bug,High,Chat,2025-10-10,2025-10-18,Closed,200,3
TKT-20975,USR-10420,Billing,Critical,Email,2026-01-16,,Open,,
TKT-20976,USR-10926,Bug,Critical,WhatsApp,2026-01-26,2026-01-29,Resolved,80,1
TKT-20977,USR-11607,Performance,Low,Chat,2026-02-07,,Open,,
TKT-20978,USR-10707,Integration,High,WhatsApp,2025-09-19,2025-10-01,Resolved,306,3
TKT-20979,USR-11504,Integration,Critical,Email,2026-01-17,,Open,,
TKT-20980,USR-10700,Onboarding,High,Chat,2026-01-09,,In_Progress,,
TKT-20981,USR-11521,Billing,High,WhatsApp,2025-09-29,,Open,,
TKT-20982,USR-11687,Performance,Low,Chat,2025-11-30,2025-12-13,Resolved,335,4
TKT-20983,USR-11338,Onboarding,High,Phone,2025-10-24,,In_Progress,,
TKT-20984,USR-11898,Feature_Request,Medium,WhatsApp,2026-02-25,,Open,,
TKT-20985,USR-11841,Onboarding,High,WhatsApp,2025-10-19,2025-10-30,Resolved,275,5
TKT-20986,USR-11109,Onboarding,Critical,Phone,2025-08-27,2025-08-30,Closed,79,2
TKT-20987,USR-11764,Onboarding,High,Chat,2025-11-11,,Open,,
TKT-20988,USR-11267,Bug,Low,Chat,2025-08-29,,Open,,
TKT-20989,USR-10793,Integration,Low,Email,2025-11-28,2025-12-05,Resolved,188,5
TKT-20990,USR-11765,Integration,Medium,Phone,2026-02-28,2026-03-13,Closed,315,5
TKT-20991,USR-11545,Billing,Critical,Phone,2025-10-11,2025-10-11,Resolved,16,3
TKT-20992,USR-10588,Bug,High,Phone,2025-10-01,2025-10-04,Closed,85,5
TKT-20993,USR-10126,Bug,High,WhatsApp,2026-01-22,2026-02-04,Resolved,313,4
TKT-20994,USR-10786,Feature_Request,Medium,Phone,2026-02-21,2026-02-28,Resolved,177,5
TKT-20995,USR-10957,Integration,Critical,Chat,2025-11-20,2025-11-22,Closed,56,5
TKT-20996,USR-10962,Billing,Medium,WhatsApp,2026-02-12,,Open,,
TKT-20997,USR-10871,Feature_Request,High,Phone,2025-12-24,2025-12-24,Resolved,20,4
TKT-20998,USR-11628,Billing,Critical,WhatsApp,2026-01-07,2026-01-09,Closed,54,2
TKT-20999,USR-11849,Integration,Medium,Chat,2026-02-04,2026-02-12,Resolved,204,4
TKT-21000,USR-10327,Integration,Low,Email,2025-11-28,,Open,,
TKT-21001,USR-10705,Feature_Request,Medium,Phone,2025-09-12,2025-09-17,Resolved,122,5
TKT-21002,USR-10654,Feature_Request,Critical,Chat,2026-01-18,2026-01-19,Resolved,26,2
TKT-21003,USR-11640,Onboarding,Medium,Chat,2025-10-28,2025-11-07,Closed,263,5
TKT-21004,USR-10740,Billing,Medium,Phone,2026-02-05,,Open,,
TKT-21005,USR-10179,Integration,Low,Chat,2025-07-31,2025-08-13,Resolved,327,2
TKT-21006,USR-10528,Performance,Critical,WhatsApp,2025-10-19,,Open,,
TKT-21007,USR-11188,Integration,Critical,WhatsApp,2025-09-12,2025-09-13,Closed,46,3
TKT-21008,USR-11279,Bug,High,Phone,2025-11-25,2025-12-03,Resolved,206,5
TKT-21009,USR-10463,Integration,Medium,Email,2025-11-13,,Open,,
TKT-21010,USR-11381,Feature_Request,Low,WhatsApp,2026-02-09,2026-02-09,Resolved,6,2
TKT-21011,USR-10842,Billing,High,Email,2025-09-18,2025-09-22,Closed,111,4
TKT-21012,USR-10420,Integration,High,Phone,2026-01-19,,Open,,
TKT-21013,USR-11096,Billing,Medium,WhatsApp,2026-02-07,2026-02-13,Resolved,153,5
TKT-21014,USR-10425,Onboarding,Medium,Phone,2026-02-17,,Open,,
TKT-21015,USR-11845,Performance,Critical,Chat,2026-02-03,2026-02-05,Resolved,59,4
TKT-21016,USR-10064,Integration,Medium,Chat,2025-08-05,2025-08-19,Resolved,353,5
TKT-21017,USR-10916,Integration,Medium,Chat,2025-09-09,2025-09-23,Resolved,340,3
TKT-21018,USR-10406,Billing,Low,Email,2025-08-15,2025-08-18,Closed,75,5
TKT-21019,USR-11354,Integration,Medium,Email,2025-09-17,,Open,,
TKT-21020,USR-11015,Billing,Low,WhatsApp,2025-07-06,2025-07-18,Resolved,300,5
TKT-21021,USR-10878,Integration,Medium,Chat,2026-01-01,2026-01-13,Resolved,311,3
TKT-21022,USR-10328,Onboarding,Medium,WhatsApp,2025-10-10,2025-10-19,Resolved,232,4
TKT-21023,USR-10059,Feature_Request,Low,Email,2025-12-24,2025-12-27,Resolved,78,5
TKT-21024,USR-10388,Billing,High,Email,2025-12-28,2025-12-29,Resolved,33,5
TKT-21025,USR-10950,Onboarding,Low,WhatsApp,2026-02-19,2026-02-26,Resolved,172,4
TKT-21026,USR-10213,Billing,Medium,WhatsApp,2025-12-21,2025-12-31,Closed,246,5
TKT-21027,USR-10826,Onboarding,Medium,WhatsApp,2026-01-05,2026-01-07,Resolved,65,5
TKT-21028,USR-11940,Integration,Medium,Chat,2025-10-04,2025-10-10,Closed,149,5
TKT-21029,USR-10996,Integration,Low,Phone,2026-01-14,,In_Progress,,
TKT-21030,USR-10772,Feature_Request,Medium,WhatsApp,2026-02-11,2026-02-17,Resolved,163,2
TKT-21031,USR-10274,Bug,Medium,WhatsApp,2026-02-11,2026-02-21,Resolved,240,5
TKT-21032,USR-10444,Billing,Low,Chat,2025-12-06,,In_Progress,,
TKT-21033,USR-11265,Integration,Critical,WhatsApp,2025-11-23,2025-11-25,Resolved,65,4
TKT-21034,USR-11174,Billing,Critical,WhatsApp,2025-12-29,,In_Progress,,
TKT-21035,USR-11843,Feature_Request,Medium,WhatsApp,2025-11-20,2025-11-27,Closed,169,4
TKT-21036,USR-10374,Billing,Low,WhatsApp,2025-10-24,2025-11-01,Resolved,215,4
TKT-21037,USR-11489,Onboarding,Low,WhatsApp,2025-11-19,2025-12-03,Resolved,356,5
TKT-21038,USR-11400,Feature_Request,Low,Email,2025-09-29,2025-10-07,Resolved,206,4
TKT-21039,USR-11073,Bug,Critical,WhatsApp,2025-12-23,2025-12-25,Closed,51,5
TKT-21040,USR-10259,Onboarding,High,Chat,2025-12-08,2025-12-16,Resolved,202,3
TKT-21041,USR-11610,Feature_Request,High,Chat,2026-02-25,2026-02-28,Resolved,81,2
TKT-21042,USR-11676,Bug,Critical,Email,2026-02-27,2026-03-02,Resolved,80,4
TKT-21043,USR-10984,Integration,Medium,Chat,2025-09-13,,In_Progress,,
TKT-21044,USR-11017,Integration,Low,WhatsApp,2025-10-19,2025-10-30,Closed,277,4
TKT-21045,USR-10890,Bug,Low,WhatsApp,2025-12-29,,Open,,
TKT-21046,USR-11066,Feature_Request,High,Phone,2026-02-14,2026-02-18,Closed,110,5
TKT-21047,USR-10919,Feature_Request,High,WhatsApp,2025-11-16,,Open,,
TKT-21048,USR-11046,Performance,Medium,Phone,2026-02-18,,Open,,
TKT-21049,USR-11359,Feature_Request,Low,Email,2025-09-19,2025-09-27,Closed,211,4
TKT-21050,USR-10365,Integration,High,WhatsApp,2026-01-26,,Open,,
TKT-21051,USR-10967,Integration,Medium,Phone,2025-12-27,,Open,,
TKT-21052,USR-11584,Feature_Request,Medium,Email,2025-11-16,2025-11-18,Resolved,65,5
TKT-21053,USR-10833,Performance,High,WhatsApp,2025-10-08,2025-10-11,Resolved,76,4
TKT-21054,USR-10317,Feature_Request,Medium,Email,2025-08-25,2025-08-31,Resolved,162,5
TKT-21055,USR-10844,Onboarding,Critical,Phone,2025-07-23,2025-07-24,Resolved,44,2
TKT-21056,USR-11135,Billing,Medium,Phone,2025-08-20,2025-08-23,Resolved,90,5
TKT-21057,USR-10329,Onboarding,Low,Chat,2026-01-03,2026-01-13,Resolved,241,4
TKT-21058,USR-11494,Billing,Low,Chat,2026-02-15,2026-02-28,Resolved,330,4
TKT-21059,USR-11637,Onboarding,Low,Chat,2025-09-19,,Open,,
TKT-21060,USR-10013,Billing,Medium,Phone,2026-01-20,2026-01-26,Resolved,153,5
TKT-21061,USR-10695,Feature_Request,Critical,Phone,2026-02-27,,Open,,
TKT-21062,USR-11749,Onboarding,Medium,Email,2025-12-23,2026-01-03,Resolved,264,4
TKT-21063,USR-11866,Performance,Medium,WhatsApp,2025-11-01,2025-11-06,Resolved,141,4
TKT-21064,USR-11905,Bug,Low,WhatsApp,2025-08-01,,Open,,
TKT-21065,USR-10764,Onboarding,High,WhatsApp,2025-11-12,2025-11-12,Closed,2,1
TKT-21066,USR-11770,Billing,High,Email,2025-11-07,2025-11-10,Resolved,83,3
TKT-21067,USR-10068,Billing,Medium,Phone,2026-02-02,2026-02-04,Closed,55,5
TKT-21068,USR-10635,Integration,Medium,Phone,2025-12-21,2025-12-27,Resolved,145,5
TKT-21069,USR-11735,Feature_Request,Critical,Chat,2026-02-13,2026-02-16,Resolved,85,2
TKT-21070,USR-10030,Bug,Medium,WhatsApp,2026-02-10,2026-02-24,Resolved,346,5
TKT-21071,USR-10735,Integration,Medium,Email,2025-09-28,2025-10-05,Closed,169,4
TKT-21072,USR-10533,Performance,Low,Email,2025-10-03,2025-10-17,Resolved,343,5
TKT-21073,USR-10101,Billing,Medium,Email,2025-10-16,,In_Progress,,
TKT-21074,USR-11284,Bug,Medium,Phone,2026-01-02,2026-01-09,Closed,175,3
TKT-21075,USR-10466,Performance,Critical,WhatsApp,2026-01-13,2026-01-15,Resolved,63,4
TKT-21076,USR-11419,Performance,High,WhatsApp,2025-11-22,2025-11-26,Closed,100,5
TKT-21077,USR-10536,Performance,High,Email,2025-10-20,2025-10-31,Resolved,287,3
TKT-21078,USR-11649,Integration,Low,WhatsApp,2025-10-03,2025-10-04,Resolved,44,1
TKT-21079,USR-11838,Performance,Critical,Phone,2025-10-22,2025-10-22,Resolved,9,2
TKT-21080,USR-10355,Integration,High,Phone,2026-02-10,,Open,,
TKT-21081,USR-10268,Billing,Low,WhatsApp,2025-09-15,2025-09-21,Resolved,145,3
TKT-21082,USR-11981,Bug,Medium,Phone,2025-12-10,,Open,,
TKT-21083,USR-10961,Integration,Medium,Phone,2025-09-22,2025-09-27,Closed,127,5
TKT-21084,USR-10541,Performance,Critical,Email,2025-09-13,2025-09-15,Closed,57,5
TKT-21085,USR-10418,Feature_Request,Low,Chat,2025-12-24,,Open,,
TKT-21086,USR-10848,Performance,Medium,Email,2025-08-05,2025-08-14,Resolved,226,3
TKT-21087,USR-11910,Onboarding,Medium,WhatsApp,2026-01-30,2026-02-03,Closed,102,4
TKT-21088,USR-11415,Performance,High,Chat,2025-12-28,,In_Progress,,
TKT-21089,USR-11626,Billing,Low,Chat,2025-11-17,,In_Progress,,
TKT-21090,USR-10654,Feature_Request,Medium,WhatsApp,2026-02-11,2026-02-19,Resolved,193,4
TKT-21091,USR-10998,Billing,Medium,Phone,2026-02-28,,Open,,
TKT-21092,USR-11939,Performance,High,Email,2025-09-21,2025-09-27,Closed,149,4
TKT-21093,USR-10908,Onboarding,Medium,Email,2026-02-06,2026-02-16,Closed,244,4
TKT-21094,USR-10875,Feature_Request,Medium,Phone,2025-09-26,2025-10-08,Resolved,311,4
TKT-21095,USR-11005,Billing,High,WhatsApp,2025-10-15,2025-10-27,Closed,307,3
TKT-21096,USR-11893,Integration,Medium,Email,2025-10-01,,In_Progress,,
TKT-21097,USR-11270,Integration,Medium,Phone,2026-02-16,2026-02-25,Closed,227,5
TKT-21098,USR-10567,Feature_Request,Low,Phone,2025-12-12,2025-12-24,Resolved,302,5
TKT-21099,USR-11992,Performance,High,Email,2025-08-16,,In_Progress,,
TKT-21100,USR-11520,Integration,Low,Phone,2025-10-09,2025-10-21,Closed,293,2
TKT-21101,USR-10986,Feature_Request,Medium,Chat,2026-03-01,2026-03-14,Closed,323,4
TKT-21102,USR-11316,Feature_Request,High,WhatsApp,2026-01-15,,Open,,
TKT-21103,USR-11175,Bug,Low,WhatsApp,2026-02-22,2026-03-04,Resolved,242,4
TKT-21104,USR-11262,Onboarding,High,Chat,2025-12-27,2026-01-02,Resolved,144,2
TKT-21105,USR-11642,Billing,High,Phone,2026-01-28,2026-02-04,Resolved,184,3
TKT-21106,USR-11372,Onboarding,Low,Email,2026-01-10,,Open,,
TKT-21107,USR-11929,Feature_Request,Low,Email,2026-01-18,2026-01-18,Closed,3,5
TKT-21108,USR-11257,Performance,Low,Email,2025-10-18,2025-11-01,Resolved,341,5
TKT-21109,USR-11495,Integration,Medium,WhatsApp,2025-11-01,2025-11-15,Closed,345,3
TKT-21110,USR-11383,Onboarding,Critical,Phone,2026-02-16,2026-02-19,Resolved,77,1
TKT-21111,USR-11368,Feature_Request,High,Chat,2025-12-13,2025-12-21,Resolved,206,5
TKT-21112,USR-10665,Onboarding,Medium,Phone,2025-10-11,2025-10-15,Closed,99,3
TKT-21113,USR-11215,Performance,Medium,WhatsApp,2026-02-20,2026-02-25,Closed,125,4
TKT-21114,USR-11296,Feature_Request,Medium,Email,2025-11-11,,Open,,
TKT-21115,USR-11570,Onboarding,Medium,Email,2025-12-12,2025-12-13,Closed,45,4
TKT-21116,USR-11302,Onboarding,High,Chat,2025-12-27,2026-01-06,Resolved,257,2
TKT-21117,USR-10319,Feature_Request,Low,Email,2025-10-14,,Open,,
TKT-21118,USR-10183,Performance,Medium,Chat,2025-12-21,2025-12-23,Closed,56,4
TKT-21119,USR-10568,Performance,Medium,WhatsApp,2026-01-24,,Open,,
TKT-21120,USR-11650,Onboarding,High,Phone,2025-11-27,2025-12-03,Closed,145,5
TKT-21121,USR-11467,Feature_Request,Low,Email,2025-10-29,,Open,,
TKT-21122,USR-10803,Performance,Medium,WhatsApp,2026-02-16,2026-02-27,Resolved,275,4
TKT-21123,USR-11527,Onboarding,High,Phone,2025-10-11,2025-10-20,Resolved,218,4
TKT-21124,USR-11565,Billing,Medium,Email,2026-01-07,2026-01-15,Resolved,199,1
TKT-21125,USR-10499,Billing,High,Email,2026-02-27,2026-03-13,Closed,339,4
TKT-21126,USR-10636,Performance,High,WhatsApp,2026-02-02,2026-02-15,Resolved,322,1
TKT-21127,USR-10451,Onboarding,Low,Phone,2026-01-19,,In_Progress,,
TKT-21128,USR-10337,Integration,High,WhatsApp,2025-10-17,2025-10-28,Resolved,268,3
TKT-21129,USR-11185,Bug,Low,Chat,2025-11-19,2025-12-01,Resolved,303,1
TKT-21130,USR-10228,Billing,Medium,WhatsApp,2026-02-05,2026-02-11,Resolved,145,3
TKT-21131,USR-10679,Integration,Low,WhatsApp,2025-10-25,2025-10-26,Resolved,38,5
TKT-21132,USR-11246,Onboarding,Medium,WhatsApp,2025-12-02,2025-12-11,Resolved,217,3
TKT-21133,USR-11162,Integration,High,Chat,2025-09-26,2025-10-04,Resolved,196,3
TKT-21134,USR-10306,Integration,Critical,WhatsApp,2025-10-06,,Open,,
TKT-21135,USR-11108,Integration,High,Email,2025-10-27,2025-11-03,Closed,176,3
TKT-21136,USR-11592,Bug,High,WhatsApp,2026-02-16,2026-02-24,Closed,197,3
TKT-21137,USR-10915,Feature_Request,Critical,Chat,2025-11-18,,Open,,
TKT-21138,USR-11167,Performance,Medium,Phone,2026-01-13,2026-01-17,Resolved,96,3
TKT-21139,USR-10236,Bug,High,Chat,2025-09-01,2025-09-07,Resolved,146,3
TKT-21140,USR-11710,Feature_Request,Medium,Email,2026-02-26,,Open,,
TKT-21141,USR-11856,Integration,Low,Chat,2025-11-26,2025-12-08,Closed,308,3
TKT-21142,USR-10491,Onboarding,Low,Email,2025-09-02,2025-09-02,Resolved,21,5
TKT-21143,USR-11659,Bug,Medium,WhatsApp,2026-01-15,2026-01-29,Resolved,353,4
TKT-21144,USR-10175,Bug,Low,Chat,2026-02-14,2026-02-27,Resolved,334,4
TKT-21145,USR-10494,Onboarding,High,Chat,2025-12-25,2025-12-25,Resolved,9,4
TKT-21146,USR-10885,Performance,Medium,Phone,2025-11-24,,Open,,
TKT-21147,USR-11397,Integration,Low,Email,2025-08-06,2025-08-15,Closed,231,3
TKT-21148,USR-11146,Integration,Critical,Chat,2026-02-26,2026-02-27,Resolved,24,4
TKT-21149,USR-11277,Integration,High,WhatsApp,2025-12-20,,Open,,
TKT-21150,USR-11693,Integration,Low,WhatsApp,2025-11-09,2025-11-13,Closed,119,4
TKT-21151,USR-10796,Billing,Low,Phone,2025-12-27,,In_Progress,,
TKT-21152,USR-10334,Billing,High,Phone,2026-02-23,2026-02-23,Resolved,17,1
TKT-21153,USR-10314,Feature_Request,Critical,Phone,2025-09-28,2025-09-30,Resolved,70,4
TKT-21154,USR-10991,Bug,Low,Email,2026-02-07,,In_Progress,,
TKT-21155,USR-10171,Feature_Request,Low,Phone,2026-02-01,,Open,,
TKT-21156,USR-11207,Integration,Medium,Phone,2025-10-04,,In_Progress,,
TKT-21157,USR-11250,Feature_Request,Medium,Phone,2026-01-16,2026-01-22,Resolved,162,5
TKT-21158,USR-11976,Feature_Request,High,Chat,2025-08-11,2025-08-13,Closed,50,2
TKT-21159,USR-10020,Bug,High,Email,2026-01-31,,In_Progress,,
TKT-21160,USR-10296,Onboarding,Critical,Phone,2025-10-20,,Open,,
TKT-21161,USR-11182,Feature_Request,High,Phone,2026-02-15,,In_Progress,,
TKT-21162,USR-11518,Feature_Request,Medium,Chat,2026-02-11,2026-02-15,Resolved,103,4
TKT-21163,USR-11070,Performance,Low,WhatsApp,2025-07-31,2025-08-05,Resolved,139,3
TKT-21164,USR-10566,Billing,Medium,Phone,2026-02-18,2026-03-03,Closed,323,3
TKT-21165,USR-11650,Bug,Low,Email,2025-09-27,2025-10-04,Resolved,187,4
TKT-21166,USR-11013,Bug,Medium,Phone,2025-10-30,,In_Progress,,
TKT-21167,USR-10306,Performance,Critical,Email,2025-08-30,2025-08-31,Resolved,27,2
TKT-21168,USR-11512,Bug,Medium,WhatsApp,2025-09-21,2025-10-03,Resolved,293,4
TKT-21169,USR-11129,Billing,Medium,WhatsApp,2025-10-03,,Open,,
TKT-21170,USR-11452,Feature_Request,High,Phone,2025-10-16,2025-10-28,Resolved,304,4
TKT-21171,USR-10349,Integration,High,WhatsApp,2026-01-29,2026-02-05,Closed,173,4
TKT-21172,USR-10748,Performance,Medium,WhatsApp,2026-02-05,2026-02-07,Resolved,48,5
TKT-21173,USR-11569,Onboarding,High,WhatsApp,2025-08-13,2025-08-23,Resolved,263,5
TKT-21174,USR-10445,Onboarding,Low,Email,2026-02-27,2026-03-04,Resolved,133,2
TKT-21175,USR-10294,Bug,Critical,Chat,2026-02-26,2026-03-01,Closed,74,4
TKT-21176,USR-10172,Feature_Request,Low,Email,2025-12-16,2025-12-26,Closed,249,5
TKT-21177,USR-11570,Billing,High,Phone,2025-10-24,2025-11-07,Closed,348,4
TKT-21178,USR-11743,Performance,Medium,Chat,2026-01-19,2026-01-29,Resolved,247,5
TKT-21179,USR-10900,Integration,Medium,Phone,2025-10-28,2025-10-28,Resolved,7,5
TKT-21180,USR-11036,Bug,Medium,Email,2025-12-17,2025-12-25,Closed,214,2
TKT-21181,USR-10307,Performance,Critical,Phone,2025-12-31,2026-01-03,Closed,78,2
TKT-21182,USR-11555,Performance,Medium,Email,2026-02-18,2026-02-22,Closed,116,3
TKT-21183,USR-10671,Onboarding,Low,Email,2026-01-27,,Open,,
TKT-21184,USR-11607,Feature_Request,High,WhatsApp,2026-02-24,2026-03-06,Resolved,243,5
TKT-21185,USR-10429,Integration,Low,WhatsApp,2026-02-11,2026-02-21,Closed,258,4
TKT-21186,USR-11213,Performance,Medium,WhatsApp,2025-10-13,2025-10-17,Resolved,117,1
TKT-21187,USR-11738,Integration,Low,WhatsApp,2026-01-10,,Open,,
TKT-21188,USR-10298,Integration,Medium,Phone,2025-12-22,2025-12-22,Resolved,22,3
TKT-21189,USR-11014,Billing,High,Phone,2025-11-18,2025-11-24,Resolved,156,4
TKT-21190,USR-11225,Feature_Request,Medium,Chat,2026-01-25,2026-02-06,Resolved,309,3
TKT-21191,USR-11190,Onboarding,High,Email,2025-08-18,,In_Progress,,
TKT-21192,USR-11120,Integration,Medium,WhatsApp,2026-02-07,2026-02-19,Closed,288,5
TKT-21193,USR-11075,Billing,Low,Email,2026-01-19,,Open,,
TKT-21194,USR-11872,Bug,Critical,Chat,2025-10-06,2025-10-07,Closed,40,2
TKT-21195,USR-11331,Feature_Request,Critical,Email,2026-01-03,2026-01-05,Resolved,63,5
TKT-21196,USR-10275,Billing,Critical,WhatsApp,2025-10-14,2025-10-17,Closed,87,3
TKT-21197,USR-11748,Onboarding,Medium,Chat,2026-02-03,2026-02-06,Closed,93,1
TKT-21198,USR-11888,Integration,Low,Chat,2026-02-21,2026-03-01,Closed,210,5
TKT-21199,USR-10960,Integration,Critical,Email,2026-02-26,2026-03-01,Resolved,75,5
TKT-21200,USR-11137,Billing,Medium,WhatsApp,2026-01-25,2026-01-26,Closed,32,5
TKT-21201,USR-10947,Bug,Medium,Email,2026-01-31,,Open,,
TKT-21202,USR-11975,Onboarding,Medium,Email,2026-02-14,2026-02-18,Resolved,117,3
TKT-21203,USR-10435,Billing,Medium,Chat,2025-09-21,,Open,,
TKT-21204,USR-10631,Bug,High,Chat,2025-08-29,2025-09-05,Closed,170,4
TKT-21205,USR-11091,Feature_Request,Medium,Phone,2026-02-08,2026-02-08,Resolved,3,1
TKT-21206,USR-10780,Feature_Request,Low,Chat,2025-12-11,2025-12-13,Closed,48,2
TKT-21207,USR-11177,Feature_Request,Low,WhatsApp,2025-12-22,2025-12-22,Closed,19,5
TKT-21208,USR-11349,Bug,Critical,Email,2025-09-09,2025-09-10,Resolved,30,3
TKT-21209,USR-11112,Performance,Low,Chat,2026-02-07,2026-02-14,Closed,187,3
TKT-21210,USR-10638,Billing,Low,Email,2026-02-16,2026-02-25,Resolved,228,5
TKT-21211,USR-10073,Onboarding,Medium,Phone,2026-01-28,,Open,,
TKT-21212,USR-10746,Billing,High,Email,2025-11-07,,Open,,
TKT-21213,USR-11412,Performance,High,Email,2025-10-29,,In_Progress,,
TKT-21214,USR-10742,Billing,Low,Email,2026-02-03,,In_Progress,,
TKT-21215,USR-10666,Billing,Low,Chat,2026-02-20,2026-02-26,Closed,155,3
TKT-21216,USR-11363,Billing,Critical,Email,2026-02-25,,In_Progress,,
TKT-21217,USR-10060,Integration,Medium,Email,2025-08-28,2025-08-28,Closed,9,5
TKT-21218,USR-11997,Billing,Medium,WhatsApp,2026-01-28,2026-02-07,Closed,253,3
TKT-21219,USR-10691,Bug,Low,Phone,2025-09-27,2025-09-30,Closed,87,3
TKT-21220,USR-10569,Bug,Low,Chat,2025-08-08,2025-08-17,Resolved,216,4
TKT-21221,USR-11628,Integration,Medium,Chat,2026-02-11,2026-02-13,Resolved,50,3
TKT-21222,USR-11460,Feature_Request,Medium,Chat,2026-02-08,2026-02-09,Resolved,31,4
TKT-21223,USR-11182,Feature_Request,High,Phone,2026-02-01,2026-02-14,Resolved,324,5
TKT-21224,USR-11761,Performance,Low,Chat,2026-02-14,,Open,,
TKT-21225,USR-11562,Performance,Critical,Chat,2025-10-28,,In_Progress,,
TKT-21226,USR-10194,Onboarding,Critical,Chat,2025-12-07,2025-12-07,Resolved,15,1
TKT-21227,USR-11568,Feature_Request,Low,Email,2026-02-18,2026-02-19,Closed,36,5
TKT-21228,USR-11668,Onboarding,Medium,WhatsApp,2025-11-14,,Open,,
TKT-21229,USR-10192,Onboarding,Medium,Phone,2026-01-23,2026-01-25,Resolved,54,5
TKT-21230,USR-11501,Integration,Medium,WhatsApp,2025-11-17,2025-11-23,Resolved,149,5
TKT-21231,USR-10020,Bug,High,WhatsApp,2026-01-12,2026-01-25,Closed,314,4
TKT-21232,USR-11822,Billing,High,WhatsApp,2025-10-24,2025-11-05,Resolved,300,3
TKT-21233,USR-11540,Feature_Request,Low,WhatsApp,2025-10-22,,Open,,
TKT-21234,USR-10235,Performance,Critical,Phone,2025-09-03,2025-09-05,Resolved,59,1
TKT-21235,USR-11188,Feature_Request,Medium,Chat,2025-10-26,,Open,,
TKT-21236,USR-10873,Performance,Medium,Phone,2026-02-13,2026-02-16,Closed,76,4
TKT-21237,USR-11661,Onboarding,Medium,Chat,2026-02-20,2026-02-23,Resolved,90,2
TKT-21238,USR-11066,Bug,Low,WhatsApp,2026-01-01,2026-01-11,Resolved,261,3
TKT-21239,USR-10608,Onboarding,Low,Phone,2025-10-05,,Open,,
TKT-21240,USR-10230,Onboarding,Low,Phone,2025-11-08,,In_Progress,,
TKT-21241,USR-10347,Feature_Request,Medium,Chat,2025-09-01,2025-09-11,Resolved,254,3
TKT-21242,USR-10862,Bug,Critical,Chat,2025-11-27,2025-11-27,Closed,15,2
TKT-21243,USR-10757,Feature_Request,Medium,WhatsApp,2025-09-15,,In_Progress,,
TKT-21244,USR-11257,Billing,Medium,WhatsApp,2025-11-30,2025-12-04,Resolved,102,4
TKT-21245,USR-11256,Bug,Low,Chat,2026-01-10,2026-01-21,Resolved,264,4
TKT-21246,USR-11558,Integration,Low,WhatsApp,2025-09-22,2025-09-28,Resolved,147,5
TKT-21247,USR-10279,Billing,High,WhatsApp,2026-02-26,2026-03-02,Resolved,108,5
TKT-21248,USR-10531,Onboarding,High,Chat,2025-10-26,,In_Progress,,
TKT-21249,USR-11136,Feature_Request,Critical,Phone,2026-02-01,2026-02-01,Resolved,7,5
TKT-21250,USR-11626,Integration,Medium,Email,2025-10-28,2025-11-02,Resolved,136,1
TKT-21251,USR-10884,Billing,Low,Chat,2025-11-30,2025-12-05,Resolved,128,5
