user_id,feature,adoption_level,last_used_date
USR-10405,Nómina,used_5x,2025-10-28
USR-10406,Conciliación bancaria,used_1x,2025-08-26
USR-10406,Punto de venta,power_user,2025-09-08
USR-10407,Cotizaciones,activated,2025-10-05
USR-10407,Conciliación bancaria,used_1x,2025-09-24
USR-10407,Inventario,used_10x,2025-09-11
USR-10407,Reportes financieros,activated,2025-10-18
USR-10407,Facturación electrónica,used_1x,2025-09-12
USR-10408,Reportes financieros,used_1x,2025-11-15
USR-10408,Multi-moneda,used_1x,2025-12-06
USR-10409,Inventario,activated,2026-01-15
USR-10410,Centro de costos,used_10x,2026-02-16
USR-10410,Gestión de contactos,used_1x,2026-02-18
USR-10410,Multi-moneda,used_10x,2026-02-17
USR-10410,Punto de venta,used_10x,2026-02-26
USR-10410,Facturación electrónica,used_1x,2026-02-19
USR-10411,Nómina,activated,2025-08-14
USR-10411,Punto de venta,power_user,2025-07-09
USR-10411,Gestión de contactos,used_1x,2025-08-08
USR-10411,Conciliación bancaria,power_user,2025-07-08
USR-10411,Facturación electrónica,used_10x,2025-07-11
USR-10412,Conciliación bancaria,power_user,2025-11-20
USR-10412,Facturación electrónica,power_user,2025-12-16
USR-10413,Nómina,activated,2026-02-13
USR-10413,Centro de costos,power_user,2026-02-18
USR-10413,Cotizaciones,activated,2026-02-12
USR-10414,Gestión de contactos,used_5x,2026-02-01
USR-10414,Cotizaciones,used_1x,2026-02-09
USR-10414,Reportes financieros,used_1x,2026-02-02
USR-10414,Conciliación bancaria,used_1x,2026-02-14
USR-10414,Multi-moneda,used_5x,2026-01-14
USR-10415,Centro de costos,used_5x,2025-12-04
USR-10415,Conciliación bancaria,activated,2025-11-20
USR-10415,Gestión de contactos,used_1x,2025-11-30
USR-10416,Reportes financieros,used_1x,2026-02-22
USR-10417,Nómina,used_10x,2025-11-10
USR-10417,Gestión de contactos,activated,2025-12-21
USR-10417,Reportes financieros,used_1x,2025-12-29
USR-10417,Inventario,activated,2025-12-04
USR-10417,Cotizaciones,activated,2025-12-05
USR-10418,Inventario,used_5x,2025-12-02
USR-10418,Punto de venta,activated,2025-12-07
USR-10419,Cotizaciones,used_5x,2025-09-12
USR-10419,Gestión de contactos,used_5x,2025-09-19
USR-10419,Reportes financieros,used_1x,2025-08-07
USR-10419,Centro de costos,activated,2025-08-11
USR-10419,Multi-moneda,activated,2025-07-31
USR-10420,Centro de costos,used_10x,2025-11-10
USR-10420,Punto de venta,used_1x,2025-11-02
USR-10421,Gestión de contactos,used_5x,2025-11-17
USR-10421,Punto de venta,used_10x,2025-12-08
USR-10421,Centro de costos,used_5x,2025-12-07
USR-10421,Inventario,used_5x,2025-11-09
USR-10421,Reportes financieros,activated,2025-11-16
USR-10421,Multi-moneda,used_1x,2025-11-28
USR-10421,Facturación electrónica,used_5x,2025-12-20
USR-10421,Nómina,used_5x,2025-12-13
USR-10421,Conciliación bancaria,used_10x,2025-11-05
USR-10421,Cotizaciones,used_5x,2025-11-24
USR-10422,Gestión de contactos,used_1x,2025-09-17
USR-10422,Conciliación bancaria,activated,2025-09-19
USR-10423,Reportes financieros,used_5x,2026-01-14
USR-10423,Cotizaciones,used_1x,2025-12-28
USR-10423,Centro de costos,used_10x,2026-01-21
USR-10424,Inventario,activated,2025-08-18
USR-10425,Conciliación bancaria,used_1x,2026-01-10
USR-10425,Inventario,activated,2025-12-17
USR-10425,Centro de costos,activated,2025-12-04
USR-10425,Cotizaciones,activated,2025-12-04
USR-10426,Centro de costos,used_10x,2026-01-19
USR-10426,Nómina,used_10x,2026-02-21
USR-10426,Facturación electrónica,used_10x,2026-01-19
USR-10426,Punto de venta,used_10x,2026-01-15
USR-10426,Cotizaciones,used_1x,2026-01-23
USR-10427,Nómina,used_1x,2025-09-05
USR-10427,Inventario,used_10x,2025-08-10
USR-10427,Conciliación bancaria,activated,2025-09-30
USR-10427,Centro de costos,used_1x,2025-08-28
USR-10427,Multi-moneda,used_1x,2025-08-15
USR-10427,Facturación electrónica,activated,2025-09-24
USR-10428,Cotizaciones,used_1x,2025-09-06
USR-10429,Centro de costos,used_1x,2026-02-27
USR-10429,Nómina,used_1x,2026-02-28
USR-10430,Cotizaciones,power_user,2026-02-17
USR-10430,Multi-moneda,used_10x,2026-02-25
USR-10430,Reportes financieros,used_5x,2026-02-19
USR-10430,Conciliación bancaria,used_5x,2026-02-24
USR-10431,Punto de venta,used_5x,2026-01-31
USR-10431,Reportes financieros,activated,2026-01-09
USR-10431,Nómina,activated,2025-12-11
USR-10431,Facturación electrónica,used_1x,2025-12-25
USR-10431,Centro de costos,used_1x,2026-01-23
USR-10431,Inventario,used_5x,2025-12-07
USR-10432,Facturación electrónica,used_1x,2025-09-03
USR-10432,Conciliación bancaria,used_10x,2025-10-30
USR-10432,Reportes financieros,activated,2025-09-19
USR-10433,Punto de venta,used_10x,2025-10-14
USR-10433,Conciliación bancaria,used_5x,2025-09-07
USR-10433,Reportes financieros,used_5x,2025-10-02
USR-10434,Cotizaciones,activated,2025-08-22
USR-10435,Centro de costos,used_5x,2025-08-29
USR-10435,Multi-moneda,used_1x,2025-08-17
USR-10435,Cotizaciones,used_5x,2025-09-18
USR-10436,Gestión de contactos,used_1x,2025-10-05
USR-10436,Inventario,activated,2025-09-29
USR-10436,Nómina,used_1x,2025-08-13
USR-10436,Conciliación bancaria,used_1x,2025-08-24
USR-10436,Multi-moneda,activated,2025-08-15
USR-10436,Punto de venta,activated,2025-08-25
USR-10436,Reportes financieros,power_user,2025-08-25
USR-10436,Facturación electrónica,activated,2025-08-07
USR-10436,Centro de costos,used_10x,2025-08-15
USR-10437,Facturación electrónica,used_5x,2025-10-23
USR-10437,Nómina,used_1x,2025-10-08
USR-10437,Conciliación bancaria,used_10x,2025-10-17
USR-10437,Multi-moneda,used_10x,2025-11-09
USR-10437,Cotizaciones,used_5x,2025-11-04
USR-10438,Multi-moneda,power_user,2026-01-08
USR-10438,Cotizaciones,used_1x,2026-01-29
USR-10439,Centro de costos,used_10x,2026-02-25
USR-10439,Nómina,used_1x,2026-02-22
USR-10439,Multi-moneda,used_1x,2026-02-07
USR-10439,Gestión de contactos,activated,2026-02-24
USR-10439,Reportes financieros,activated,2026-02-07
USR-10440,Multi-moneda,used_1x,2026-03-01
USR-10440,Conciliación bancaria,activated,2026-02-13
USR-10440,Cotizaciones,activated,2026-01-31
USR-10441,Inventario,activated,2025-08-18
USR-10441,Multi-moneda,power_user,2025-09-11
USR-10442,Conciliación bancaria,used_1x,2025-07-31
USR-10442,Inventario,power_user,2025-09-02
USR-10443,Cotizaciones,used_1x,2025-12-24
USR-10443,Nómina,activated,2025-11-29
USR-10443,Reportes financieros,used_1x,2025-12-12
USR-10444,Inventario,used_10x,2025-12-30
USR-10444,Reportes financieros,activated,2025-12-07
USR-10444,Cotizaciones,used_1x,2025-12-08
USR-10445,Gestión de contactos,activated,2026-02-19
USR-10445,Reportes financieros,power_user,2026-02-26
USR-10446,Reportes financieros,used_5x,2025-10-17
USR-10446,Facturación electrónica,activated,2025-11-11
USR-10446,Inventario,activated,2025-10-06
USR-10447,Conciliación bancaria,used_1x,2025-10-20
USR-10447,Reportes financieros,used_5x,2025-10-03
USR-10447,Gestión de contactos,power_user,2025-09-30
USR-10447,Inventario,used_1x,2025-10-19
USR-10447,Nómina,activated,2025-09-03
USR-10447,Cotizaciones,used_1x,2025-10-19
USR-10447,Centro de costos,used_5x,2025-09-23
USR-10447,Facturación electrónica,used_10x,2025-09-26
USR-10447,Multi-moneda,activated,2025-10-18
USR-10448,Multi-moneda,used_10x,2026-02-24
USR-10448,Conciliación bancaria,used_5x,2026-01-30
USR-10449,Conciliación bancaria,used_5x,2025-08-23
USR-10449,Punto de venta,used_5x,2025-07-17
USR-10449,Nómina,power_user,2025-07-26
USR-10450,Nómina,used_5x,2026-01-15
USR-10450,Reportes financieros,used_5x,2026-01-08
USR-10450,Gestión de contactos,activated,2026-01-09
USR-10450,Multi-moneda,activated,2025-12-07
USR-10450,Centro de costos,activated,2026-01-31
USR-10451,Centro de costos,used_1x,2026-03-01
USR-10451,Reportes financieros,power_user,2026-01-20
USR-10451,Gestión de contactos,used_10x,2026-02-06
USR-10452,Centro de costos,used_1x,2026-01-16
USR-10452,Facturación electrónica,activated,2025-12-27
USR-10452,Punto de venta,used_10x,2026-02-11
USR-10452,Multi-moneda,activated,2026-02-07
USR-10452,Inventario,activated,2026-02-04
USR-10452,Gestión de contactos,used_1x,2025-12-26
USR-10453,Gestión de contactos,activated,2025-09-06
USR-10454,Conciliación bancaria,activated,2025-08-01
USR-10455,Facturación electrónica,used_10x,2026-01-21
USR-10455,Multi-moneda,activated,2025-12-16
USR-10456,Facturación electrónica,used_1x,2025-12-10
USR-10456,Centro de costos,used_5x,2025-12-30
USR-10456,Multi-moneda,activated,2026-01-11
USR-10457,Facturación electrónica,activated,2025-12-04
USR-10457,Gestión de contactos,used_5x,2025-12-03
USR-10457,Conciliación bancaria,used_10x,2025-11-08
USR-10457,Reportes financieros,power_user,2025-11-04
USR-10458,Inventario,activated,2026-01-21
USR-10459,Inventario,activated,2025-09-30
USR-10459,Gestión de contactos,used_1x,2025-11-11
USR-10459,Reportes financieros,used_5x,2025-10-03
USR-10460,Punto de venta,used_5x,2025-08-12
USR-10460,Nómina,used_5x,2025-08-04
USR-10460,Conciliación bancaria,used_10x,2025-08-19
USR-10460,Centro de costos,power_user,2025-08-22
USR-10461,Punto de venta,used_1x,2026-02-16
USR-10462,Facturación electrónica,used_5x,2025-10-02
USR-10462,Conciliación bancaria,activated,2025-10-05
USR-10462,Multi-moneda,used_5x,2025-11-20
USR-10462,Gestión de contactos,used_10x,2025-09-25
USR-10463,Punto de venta,used_10x,2025-10-23
USR-10463,Inventario,activated,2025-10-18
USR-10463,Multi-moneda,used_5x,2025-09-19
USR-10464,Conciliación bancaria,used_10x,2025-08-31
USR-10464,Inventario,used_10x,2025-09-04
USR-10464,Cotizaciones,used_1x,2025-10-06
USR-10464,Multi-moneda,used_1x,2025-09-30
USR-10464,Facturación electrónica,used_1x,2025-10-02
USR-10465,Punto de venta,activated,2025-08-26
USR-10465,Facturación electrónica,used_10x,2025-09-24
USR-10466,Cotizaciones,used_1x,2025-11-18
USR-10466,Centro de costos,used_5x,2025-12-01
USR-10466,Conciliación bancaria,used_5x,2025-12-13
USR-10467,Punto de venta,used_1x,2026-02-05
USR-10467,Gestión de contactos,used_1x,2025-12-21
USR-10467,Multi-moneda,power_user,2026-01-03
USR-10468,Multi-moneda,used_1x,2025-10-05
USR-10469,Facturación electrónica,used_1x,2026-01-27
USR-10469,Inventario,activated,2026-02-23
USR-10469,Gestión de contactos,used_1x,2026-01-27
USR-10469,Nómina,used_10x,2026-02-05
USR-10469,Centro de costos,activated,2026-01-26
USR-10470,Punto de venta,activated,2026-01-11
USR-10470,Inventario,used_10x,2026-01-14
USR-10470,Reportes financieros,power_user,2026-02-10
USR-10470,Facturación electrónica,used_5x,2026-01-30
USR-10471,Punto de venta,used_10x,2026-03-01
USR-10471,Gestión de contactos,used_5x,2026-03-01
USR-10471,Multi-moneda,used_1x,2026-03-01
USR-10472,Centro de costos,used_5x,2026-01-03
USR-10472,Facturación electrónica,used_1x,2026-02-11
USR-10473,Centro de costos,power_user,2025-10-04
USR-10473,Reportes financieros,power_user,2025-10-16
USR-10473,Conciliación bancaria,used_5x,2025-11-15
USR-10473,Multi-moneda,used_5x,2025-11-02
USR-10473,Facturación electrónica,used_5x,2025-10-20
USR-10473,Cotizaciones,power_user,2025-10-08
USR-10474,Reportes financieros,used_5x,2025-11-10
USR-10474,Nómina,activated,2025-12-13
USR-10475,Reportes financieros,activated,2026-02-19
USR-10476,Inventario,used_1x,2026-02-19
USR-10477,Gestión de contactos,used_1x,2026-02-20
USR-10477,Inventario,used_5x,2026-02-15
USR-10477,Reportes financieros,used_1x,2026-02-26
USR-10477,Multi-moneda,used_10x,2026-02-22
USR-10477,Nómina,used_1x,2026-02-09
USR-10477,Cotizaciones,used_5x,2026-02-17
USR-10477,Punto de venta,used_5x,2026-02-22
USR-10477,Conciliación bancaria,used_1x,2026-02-17
USR-10477,Facturación electrónica,used_1x,2026-02-13
USR-10477,Centro de costos,used_1x,2026-02-13
USR-10478,Facturación electrónica,power_user,2026-02-22
USR-10478,Punto de venta,power_user,2026-02-25
USR-10478,Inventario,power_user,2026-02-27
USR-10478,Gestión de contactos,activated,2026-02-24
USR-10478,Conciliación bancaria,activated,2026-02-20
USR-10478,Reportes financieros,used_1x,2026-02-24
USR-10479,Gestión de contactos,used_10x,2025-08-06
USR-10479,Cotizaciones,activated,2025-07-28
USR-10479,Conciliación bancaria,activated,2025-09-08
USR-10480,Gestión de contactos,used_10x,2025-11-06
USR-10480,Inventario,used_10x,2025-12-04
USR-10480,Multi-moneda,activated,2025-11-14
USR-10481,Conciliación bancaria,used_5x,2026-02-10
USR-10481,Inventario,used_5x,2026-01-21
USR-10481,Punto de venta,used_5x,2026-02-02
USR-10481,Multi-moneda,used_5x,2025-12-25
USR-10481,Facturación electrónica,used_1x,2026-01-07
USR-10481,Reportes financieros,used_1x,2026-01-26
USR-10482,Nómina,used_1x,2026-02-24
USR-10482,Facturación electrónica,used_5x,2026-02-23
USR-10482,Cotizaciones,activated,2026-02-23
USR-10482,Centro de costos,used_10x,2026-03-01
USR-10483,Punto de venta,used_1x,2025-11-09
USR-10483,Multi-moneda,used_1x,2025-11-29
USR-10483,Cotizaciones,activated,2025-11-22
USR-10483,Centro de costos,used_1x,2025-11-13
USR-10483,Facturación electrónica,used_5x,2025-11-26
USR-10483,Nómina,used_5x,2025-12-02
USR-10483,Reportes financieros,activated,2026-01-04
USR-10484,Nómina,used_5x,2025-09-08
USR-10484,Conciliación bancaria,power_user,2025-09-14
USR-10485,Facturación electrónica,used_5x,2026-02-19
USR-10485,Gestión de contactos,used_1x,2026-02-12
USR-10486,Facturación electrónica,activated,2025-09-27
USR-10486,Inventario,used_1x,2025-10-29
USR-10487,Conciliación bancaria,used_5x,2026-03-01
USR-10487,Facturación electrónica,activated,2026-02-28
USR-10487,Cotizaciones,power_user,2026-02-28
USR-10487,Multi-moneda,used_10x,2026-02-28
USR-10487,Inventario,used_5x,2026-03-01
USR-10487,Centro de costos,used_1x,2026-02-28
USR-10488,Inventario,used_5x,2025-09-09
USR-10489,Punto de venta,activated,2025-11-05
USR-10489,Multi-moneda,used_5x,2025-11-27
USR-10489,Cotizaciones,activated,2025-12-12
USR-10490,Cotizaciones,used_1x,2025-10-19
USR-10490,Centro de costos,used_10x,2025-11-29
USR-10491,Centro de costos,used_1x,2025-08-15
USR-10491,Inventario,used_5x,2025-08-21
USR-10491,Reportes financieros,activated,2025-07-30
USR-10491,Punto de venta,used_5x,2025-08-03
USR-10492,Cotizaciones,used_1x,2025-12-13
USR-10492,Conciliación bancaria,activated,2026-01-01
USR-10493,Conciliación bancaria,used_5x,2026-01-20
USR-10493,Centro de costos,used_1x,2025-12-07
USR-10493,Gestión de contactos,activated,2025-11-24
USR-10493,Multi-moneda,power_user,2025-12-15
USR-10493,Cotizaciones,used_5x,2026-01-04
USR-10493,Inventario,activated,2026-01-03
USR-10494,Multi-moneda,activated,2026-02-05
USR-10494,Inventario,power_user,2026-01-16
USR-10494,Facturación electrónica,used_5x,2026-02-17
USR-10495,Centro de costos,used_10x,2025-10-03
USR-10495,Cotizaciones,activated,2025-09-28
USR-10495,Reportes financieros,activated,2025-09-28
USR-10495,Conciliación bancaria,used_1x,2025-08-31
USR-10495,Punto de venta,activated,2025-08-22
USR-10495,Facturación electrónica,used_10x,2025-08-12
USR-10495,Gestión de contactos,activated,2025-09-30
USR-10495,Inventario,used_5x,2025-09-14
USR-10496,Gestión de contactos,power_user,2025-09-12
USR-10497,Gestión de contactos,activated,2026-01-26
USR-10497,Nómina,activated,2026-01-15
USR-10498,Reportes financieros,activated,2025-12-07
USR-10499,Gestión de contactos,used_5x,2026-02-09
USR-10499,Multi-moneda,used_1x,2026-02-09
USR-10500,Conciliación bancaria,used_10x,2026-02-15
USR-10500,Nómina,activated,2026-01-25
USR-10500,Facturación electrónica,activated,2026-01-20
USR-10500,Punto de venta,activated,2026-01-31
USR-10500,Multi-moneda,used_10x,2026-01-02
USR-10501,Conciliación bancaria,used_10x,2025-12-20
USR-10501,Facturación electrónica,used_5x,2025-12-12
USR-10502,Nómina,used_10x,2026-01-29
USR-10502,Cotizaciones,used_5x,2026-01-27
USR-10502,Reportes financieros,used_5x,2025-12-06
USR-10502,Gestión de contactos,activated,2026-01-23
USR-10502,Multi-moneda,activated,2026-01-26
USR-10503,Punto de venta,used_5x,2025-08-18
USR-10503,Multi-moneda,activated,2025-09-27
USR-10503,Inventario,activated,2025-10-11
USR-10504,Inventario,used_1x,2025-10-10
USR-10504,Centro de costos,used_5x,2025-10-11
USR-10504,Gestión de contactos,used_1x,2025-10-06
USR-10504,Facturación electrónica,used_10x,2025-10-19
USR-10504,Conciliación bancaria,used_1x,2025-09-09
USR-10504,Multi-moneda,activated,2025-09-02
USR-10504,Nómina,activated,2025-09-02
USR-10504,Reportes financieros,activated,2025-10-12
USR-10504,Cotizaciones,used_5x,2025-09-07
USR-10505,Facturación electrónica,activated,2026-02-16
USR-10505,Reportes financieros,power_user,2026-02-14
USR-10505,Multi-moneda,used_10x,2026-03-01
USR-10506,Facturación electrónica,used_1x,2025-12-31
USR-10506,Centro de costos,activated,2025-12-20
USR-10506,Gestión de contactos,activated,2026-01-13
USR-10506,Inventario,used_10x,2026-01-23
USR-10506,Nómina,used_5x,2026-01-09
USR-10506,Cotizaciones,used_1x,2026-01-03
USR-10507,Reportes financieros,used_10x,2026-01-06
USR-10507,Cotizaciones,used_10x,2026-01-10
USR-10508,Cotizaciones,used_10x,2026-01-30
USR-10508,Reportes financieros,activated,2026-02-20
USR-10508,Inventario,activated,2026-02-18
USR-10508,Facturación electrónica,power_user,2026-02-18
USR-10508,Centro de costos,used_10x,2026-01-30
USR-10508,Punto de venta,activated,2026-01-25
USR-10508,Gestión de contactos,used_10x,2026-02-11
USR-10508,Nómina,used_10x,2026-01-08
USR-10508,Conciliación bancaria,used_10x,2026-02-19
USR-10509,Punto de venta,used_10x,2025-10-28
USR-10509,Multi-moneda,used_5x,2025-12-15
USR-10509,Facturación electrónica,activated,2025-12-21
USR-10510,Facturación electrónica,power_user,2025-08-24
USR-10510,Nómina,used_5x,2025-07-30
USR-10510,Conciliación bancaria,activated,2025-07-30
USR-10511,Cotizaciones,used_1x,2025-08-14
USR-10511,Reportes financieros,activated,2025-08-19
USR-10512,Reportes financieros,used_5x,2025-09-15
USR-10512,Nómina,used_5x,2025-09-02
USR-10512,Inventario,used_1x,2025-10-11
USR-10512,Punto de venta,power_user,2025-10-16
USR-10512,Cotizaciones,used_1x,2025-09-21
USR-10513,Multi-moneda,activated,2025-12-27
USR-10513,Centro de costos,used_10x,2025-11-26
USR-10513,Nómina,used_10x,2025-12-29
USR-10514,Inventario,activated,2025-08-08
USR-10514,Nómina,used_1x,2025-08-24
USR-10514,Reportes financieros,power_user,2025-08-11
USR-10515,Centro de costos,used_5x,2025-09-17
USR-10515,Gestión de contactos,activated,2025-09-27
USR-10515,Inventario,activated,2025-11-08
USR-10515,Reportes financieros,used_10x,2025-09-23
USR-10515,Punto de venta,used_5x,2025-09-28
USR-10515,Multi-moneda,used_5x,2025-10-02
USR-10515,Cotizaciones,activated,2025-10-24
USR-10515,Conciliación bancaria,used_1x,2025-10-20
USR-10515,Facturación electrónica,activated,2025-10-09
USR-10516,Punto de venta,used_5x,2026-02-27
USR-10516,Nómina,used_5x,2026-03-01
USR-10516,Reportes financieros,used_5x,2026-03-01
USR-10517,Nómina,used_5x,2026-02-13
USR-10517,Reportes financieros,activated,2026-02-27
USR-10517,Multi-moneda,activated,2026-02-08
USR-10518,Cotizaciones,used_10x,2025-09-16
USR-10519,Multi-moneda,activated,2026-02-20
USR-10519,Reportes financieros,activated,2026-02-21
USR-10519,Centro de costos,used_1x,2026-02-04
USR-10519,Gestión de contactos,activated,2026-02-28
USR-10519,Facturación electrónica,used_5x,2026-02-04
USR-10520,Gestión de contactos,activated,2026-02-27
USR-10520,Inventario,used_1x,2026-02-24
USR-10520,Multi-moneda,used_1x,2026-02-22
USR-10520,Centro de costos,power_user,2026-02-27
USR-10520,Punto de venta,used_10x,2026-02-22
USR-10521,Reportes financieros,used_1x,2025-09-17
USR-10522,Centro de costos,used_1x,2026-02-26
USR-10522,Nómina,activated,2026-03-01
USR-10522,Cotizaciones,used_5x,2026-02-28
USR-10522,Facturación electrónica,used_5x,2026-02-24
USR-10522,Reportes financieros,used_5x,2026-02-25
USR-10522,Multi-moneda,used_5x,2026-02-28
USR-10522,Gestión de contactos,power_user,2026-02-25
USR-10522,Inventario,activated,2026-02-25
USR-10523,Punto de venta,activated,2025-11-22
USR-10523,Centro de costos,used_5x,2025-10-31
USR-10523,Nómina,activated,2025-10-25
USR-10523,Inventario,power_user,2025-11-16
USR-10523,Cotizaciones,used_1x,2025-12-02
USR-10523,Multi-moneda,activated,2025-11-04
USR-10524,Conciliación bancaria,used_1x,2025-07-08
USR-10524,Nómina,used_1x,2025-07-14
USR-10524,Facturación electrónica,activated,2025-08-03
USR-10524,Inventario,used_10x,2025-07-28
USR-10524,Multi-moneda,activated,2025-08-02
USR-10525,Cotizaciones,used_1x,2025-11-06
USR-10525,Inventario,used_1x,2025-11-25
USR-10525,Reportes financieros,activated,2025-12-24
USR-10525,Facturación electrónica,used_10x,2025-11-10
USR-10525,Punto de venta,activated,2025-11-16
USR-10526,Reportes financieros,used_5x,2026-02-28
USR-10526,Nómina,used_5x,2026-02-18
USR-10527,Facturación electrónica,activated,2025-12-19
USR-10527,Inventario,activated,2025-12-19
USR-10527,Centro de costos,used_10x,2025-12-03
USR-10528,Punto de venta,power_user,2025-09-28
USR-10528,Inventario,used_5x,2025-10-10
USR-10528,Centro de costos,activated,2025-10-28
USR-10528,Nómina,used_10x,2025-09-19
USR-10528,Gestión de contactos,used_5x,2025-10-15
USR-10528,Facturación electrónica,used_5x,2025-09-25
USR-10529,Reportes financieros,used_1x,2025-10-06
USR-10529,Punto de venta,activated,2025-10-22
USR-10530,Gestión de contactos,activated,2025-12-27
USR-10530,Facturación electrónica,power_user,2026-01-24
USR-10530,Cotizaciones,used_1x,2025-12-30
USR-10530,Conciliación bancaria,used_10x,2025-12-21
USR-10530,Centro de costos,activated,2025-12-13
USR-10531,Reportes financieros,used_1x,2025-09-29
USR-10532,Multi-moneda,activated,2026-02-07
USR-10532,Centro de costos,activated,2026-01-20
USR-10532,Conciliación bancaria,activated,2026-02-21
USR-10532,Nómina,activated,2026-02-20
USR-10533,Multi-moneda,activated,2025-09-23
USR-10533,Conciliación bancaria,used_5x,2025-10-15
USR-10533,Reportes financieros,used_10x,2025-10-12
USR-10533,Centro de costos,used_10x,2025-09-23
USR-10533,Punto de venta,power_user,2025-10-15
USR-10533,Nómina,used_1x,2025-09-28
USR-10533,Gestión de contactos,used_5x,2025-10-16
USR-10534,Inventario,power_user,2026-03-01
USR-10534,Reportes financieros,used_5x,2026-03-01
USR-10534,Facturación electrónica,used_1x,2026-03-01
USR-10534,Centro de costos,activated,2026-03-01
USR-10535,Punto de venta,used_5x,2025-09-07
USR-10535,Facturación electrónica,used_1x,2025-09-05
USR-10535,Gestión de contactos,activated,2025-09-08
USR-10536,Inventario,activated,2025-09-14
USR-10536,Reportes financieros,power_user,2025-09-12
USR-10537,Centro de costos,used_5x,2025-12-22
USR-10537,Reportes financieros,power_user,2026-01-11
USR-10537,Inventario,used_10x,2026-01-23
USR-10538,Cotizaciones,activated,2025-09-21
USR-10538,Reportes financieros,activated,2025-10-14
USR-10538,Punto de venta,used_10x,2025-10-22
USR-10539,Gestión de contactos,used_10x,2025-10-31
USR-10539,Inventario,activated,2025-11-20
USR-10540,Multi-moneda,used_1x,2025-10-17
USR-10540,Punto de venta,power_user,2025-10-13
USR-10540,Nómina,activated,2025-10-21
USR-10541,Facturación electrónica,activated,2025-08-04
USR-10541,Multi-moneda,power_user,2025-09-02
USR-10541,Inventario,activated,2025-07-26
USR-10542,Multi-moneda,used_1x,2025-10-25
USR-10542,Gestión de contactos,activated,2025-09-28
USR-10543,Nómina,used_1x,2025-07-06
USR-10543,Centro de costos,power_user,2025-07-07
USR-10544,Inventario,power_user,2025-09-30
USR-10544,Nómina,used_1x,2025-10-21
USR-10545,Cotizaciones,used_5x,2025-09-03
USR-10546,Gestión de contactos,used_10x,2026-01-31
USR-10546,Conciliación bancaria,power_user,2025-12-16
USR-10546,Reportes financieros,used_10x,2025-12-16
USR-10546,Cotizaciones,used_1x,2025-12-31
USR-10546,Centro de costos,used_1x,2026-01-26
USR-10547,Conciliación bancaria,used_1x,2025-12-15
USR-10547,Inventario,used_1x,2025-12-25
USR-10548,Centro de costos,used_1x,2025-10-31
USR-10548,Gestión de contactos,used_5x,2025-10-27
USR-10548,Multi-moneda,used_5x,2025-11-07
USR-10548,Reportes financieros,used_10x,2025-10-08
USR-10548,Cotizaciones,used_5x,2025-10-09
USR-10549,Facturación electrónica,used_1x,2025-11-24
USR-10550,Punto de venta,used_5x,2025-08-30
USR-10550,Facturación electrónica,used_5x,2025-09-19
USR-10550,Inventario,power_user,2025-08-29
USR-10550,Centro de costos,activated,2025-08-12
USR-10551,Inventario,activated,2026-02-21
USR-10551,Nómina,activated,2026-02-13
USR-10552,Conciliación bancaria,activated,2026-02-28
USR-10552,Gestión de contactos,used_5x,2026-02-28
USR-10552,Facturación electrónica,used_1x,2026-02-28
USR-10553,Punto de venta,used_1x,2025-12-24
USR-10553,Cotizaciones,activated,2025-11-07
USR-10553,Inventario,used_1x,2025-10-28
USR-10553,Gestión de contactos,activated,2025-11-05
USR-10554,Cotizaciones,used_1x,2025-09-07
USR-10554,Multi-moneda,used_10x,2025-07-21
USR-10554,Inventario,activated,2025-07-30
USR-10554,Facturación electrónica,used_1x,2025-07-24
USR-10554,Gestión de contactos,activated,2025-07-20
USR-10554,Punto de venta,used_10x,2025-08-08
USR-10554,Nómina,activated,2025-08-01
USR-10554,Reportes financieros,used_5x,2025-07-22
USR-10554,Centro de costos,activated,2025-07-25
USR-10555,Nómina,power_user,2026-02-20
USR-10555,Reportes financieros,activated,2026-02-13
USR-10555,Facturación electrónica,used_5x,2026-01-27
USR-10555,Inventario,used_5x,2026-01-25
USR-10556,Gestión de contactos,used_5x,2026-01-05
USR-10556,Facturación electrónica,used_5x,2026-01-01
USR-10556,Reportes financieros,activated,2025-12-19
USR-10556,Nómina,used_5x,2025-12-25
USR-10556,Cotizaciones,used_5x,2025-12-08
USR-10556,Punto de venta,used_1x,2025-12-22
USR-10557,Multi-moneda,used_1x,2025-11-05
USR-10557,Cotizaciones,power_user,2025-11-30
USR-10557,Facturación electrónica,activated,2025-11-01
USR-10557,Conciliación bancaria,used_5x,2025-11-23
USR-10558,Gestión de contactos,power_user,2025-09-28
USR-10559,Reportes financieros,used_1x,2025-08-06
USR-10559,Gestión de contactos,used_1x,2025-09-11
USR-10559,Inventario,used_5x,2025-08-31
USR-10559,Facturación electrónica,activated,2025-08-11
USR-10559,Multi-moneda,used_1x,2025-08-27
USR-10560,Facturación electrónica,activated,2025-12-01
USR-10560,Punto de venta,activated,2025-12-02
USR-10560,Multi-moneda,used_10x,2025-11-21
USR-10561,Nómina,power_user,2025-12-26
USR-10561,Inventario,used_1x,2025-11-24
USR-10562,Reportes financieros,used_1x,2026-01-31
USR-10563,Cotizaciones,activated,2025-08-26
USR-10563,Gestión de contactos,used_5x,2025-07-26
USR-10563,Punto de venta,activated,2025-07-20
USR-10563,Facturación electrónica,activated,2025-07-13
USR-10564,Reportes financieros,power_user,2025-11-14
